return_type,return_period,filing_date,total_taxable,total_tax,total_invoices,status,gstin
GSTR2B,082024,2024-09-16,,,,,15JRSBT6524ILZ6
GSTR3B,082024,2024-09-18,,,,,15JRSBT6524ILZ6
GSTR1,082024,2024-09-11,,,,,05JRSBT6524IEZE
GSTR2B,082024,2024-09-19,,,,,05JRSBT6524IEZE
GSTR3B,082024,2024-11-16,,,,,05JRSBT6524IEZE
GSTR1,082024,2024-09-11,,,,,37OSFJM8611XFZ8
GSTR2B,082024,2024-10-01,,,,,37OSFJM8611XFZ8
GSTR3B,082024,2024-09-20,,,,,37OSFJM8611XFZ8
GSTR1,082024,2024-09-09,,,,,32DMTBE6740M8Z7
GSTR2B,082024,2024-09-16,,,,,32DMTBE6740M8Z7
GSTR3B,082024,2024-09-18,,,,,32DMTBE6740M8Z7
GSTR1,082024,2024-09-10,,,,,35NGQBJ4498IXZA
GSTR2B,082024,2024-09-17,,,,,35NGQBJ4498IXZA
GSTR3B,082024,2024-09-17,,,,,35NGQBJ4498IXZA
GSTR1,082024,2024-09-06,,,,,10NGQBJ4498IOZV
GSTR2B,082024,2024-09-20,,,,,10NGQBJ4498IOZV
GSTR3B,082024,2024-09-19,,,,,10NGQBJ4498IOZV
GSTR1,082024,2024-09-16,,,,,20OUNAT3098ZWZV
GSTR2B,082024,,,,,,20OUNAT3098ZWZV
GSTR3B,082024,2024-09-15,,,,,20OUNAT3098ZWZV
GSTR1,082024,,,,,,13ZNDJR1569RGZM
GSTR2B,082024,,,,,,13ZNDJR1569RGZM
GSTR3B,082024,,,,,,13ZNDJR1569RGZM
GSTR1,082024,2024-09-11,,,,,34OPAAH0035IGZK
GSTR2B,082024,2024-09-16,,,,,34OPAAH0035IGZK
GSTR3B,082024,2024-09-17,,,,,34OPAAH0035IGZK
GSTR1,082024,2024-09-06,,,,,07UECLL4476UDZZ
GSTR2B,082024,2024-09-20,,,,,07UECLL4476UDZZ
GSTR3B,082024,2024-09-15,,,,,07UECLL4476UDZZ
GSTR1,082024,2024-09-11,,,,,01DEMBO8806RVZQ
GSTR2B,082024,2024-10-05,,,,,01DEMBO8806RVZQ
GSTR3B,082024,2024-09-17,,,,,01DEMBO8806RVZQ
GSTR1,082024,2024-09-06,,,,,34KBJLI9726XZZJ
GSTR2B,082024,2024-10-06,,,,,34KBJLI9726XZZJ
GSTR3B,082024,2024-09-16,,,,,34KBJLI9726XZZJ
GSTR1,082024,2024-10-15,,,,,16IBMPF0580C3ZS
GSTR2B,082024,2024-09-18,,,,,16IBMPF0580C3ZS
GSTR3B,082024,2024-09-17,,,,,16IBMPF0580C3ZS
GSTR1,082024,2024-11-08,,,,,20KPNGG6321U7ZL
GSTR2B,082024,,,,,,20KPNGG6321U7ZL
GSTR3B,082024,2024-09-20,,,,,20KPNGG6321U7ZL
GSTR1,082024,2024-09-09,,,,,36FGYBH3187T9ZK
GSTR2B,082024,2024-09-16,,,,,36FGYBH3187T9ZK
GSTR3B,082024,2024-09-20,,,,,36FGYBH3187T9ZK
GSTR1,082024,2024-09-06,,,,,07FGYBH3187TAZK
GSTR2B,082024,2024-09-20,,,,,07FGYBH3187TAZK
GSTR3B,082024,2024-09-20,,,,,07FGYBH3187TAZK
GSTR1,082024,2024-09-10,,,,,18PSFGQ4980NTZ8
GSTR2B,082024,2024-09-15,,,,,18PSFGQ4980NTZ8
GSTR3B,082024,2024-09-15,,,,,18PSFGQ4980NTZ8
GSTR1,082024,2024-09-07,,,,,20LABCR0354BEZN
GSTR2B,082024,2024-09-15,,,,,20LABCR0354BEZN
GSTR3B,082024,2024-09-19,,,,,20LABCR0354BEZN
GSTR1,082024,2024-09-07,,,,,07LABCR0354BNZ2
GSTR2B,082024,2024-09-19,,,,,07LABCR0354BNZ2
GSTR3B,082024,2024-09-16,,,,,07LABCR0354BNZ2
GSTR1,082024,2024-09-09,,,,,12WKQCH8988A7ZW
GSTR2B,082024,2024-09-17,,,,,12WKQCH8988A7ZW
GSTR3B,082024,2024-10-01,,,,,12WKQCH8988A7ZW
GSTR1,082024,,,,,,27BMFJL3720GXZO
GSTR2B,082024,2024-09-15,,,,,27BMFJL3720GXZO
GSTR3B,082024,2024-11-12,,,,,27BMFJL3720GXZO
GSTR1,082024,2024-09-06,,,,,23ZNYBI1921NDZD
GSTR2B,082024,2024-09-20,,,,,23ZNYBI1921NDZD
GSTR3B,082024,2024-11-18,,,,,23ZNYBI1921NDZD
GSTR1,082024,2024-09-06,,,,,22SAYPV7763CRZW
GSTR2B,082024,2024-09-16,,,,,22SAYPV7763CRZW
GSTR3B,082024,2024-09-16,,,,,22SAYPV7763CRZW
GSTR1,082024,2024-09-11,,,,,20SOELV7154AUZ7
GSTR2B,082024,2024-09-16,,,,,20SOELV7154AUZ7
GSTR3B,082024,2024-09-18,,,,,20SOELV7154AUZ7
GSTR1,082024,2024-09-07,,,,,16RNUCV0563YVZX
GSTR2B,082024,2024-09-17,,,,,16RNUCV0563YVZX
GSTR3B,082024,2024-10-01,,,,,16RNUCV0563YVZX
GSTR1,082024,2024-09-10,,,,,01TLXTG7331WGZ2
GSTR2B,082024,2024-09-15,,,,,01TLXTG7331WGZ2
GSTR3B,082024,2024-11-01,,,,,01TLXTG7331WGZ2
GSTR1,082024,2024-09-10,,,,,35DDMPR5986XVZY
GSTR2B,082024,2024-09-16,,,,,35DDMPR5986XVZY
GSTR3B,082024,2024-10-29,,,,,35DDMPR5986XVZY
GSTR1,082024,2024-09-11,,,,,22TVHPP6202IAZZ
GSTR2B,082024,2024-09-20,,,,,22TVHPP6202IAZZ
GSTR3B,082024,,,,,,22TVHPP6202IAZZ
GSTR1,082024,2024-09-10,,,,,02BKOLB2495WPZY
GSTR2B,082024,,,,,,02BKOLB2495WPZY
GSTR3B,082024,2024-09-18,,,,,02BKOLB2495WPZY
GSTR1,082024,2024-10-09,,,,,26YKTPZ6224A9ZY
GSTR2B,082024,2024-10-02,,,,,26YKTPZ6224A9ZY
GSTR3B,082024,2024-09-18,,,,,26YKTPZ6224A9ZY
GSTR1,082024,2024-09-09,,,,,02YKTPZ6224AQZR
GSTR2B,082024,2024-09-20,,,,,02YKTPZ6224AQZR
GSTR3B,082024,2024-09-25,,,,,02YKTPZ6224AQZR
GSTR1,082024,2024-09-07,,,,,26RCLJF0323YVZ3
GSTR2B,082024,2024-09-20,,,,,26RCLJF0323YVZ3
GSTR3B,082024,,,,,,26RCLJF0323YVZ3
GSTR1,082024,2024-09-11,,,,,04RCLJF0323YNZH
GSTR2B,082024,2024-09-19,,,,,04RCLJF0323YNZH
GSTR3B,082024,2024-09-18,,,,,04RCLJF0323YNZH
GSTR1,082024,2024-09-11,,,,,08BYBAH1011VBZU
GSTR2B,082024,2024-09-16,,,,,08BYBAH1011VBZU
GSTR3B,082024,2024-09-20,,,,,08BYBAH1011VBZU
GSTR1,082024,2024-09-11,,,,,27ZSUCJ1036MKZT
GSTR2B,082024,2024-09-16,,,,,27ZSUCJ1036MKZT
GSTR3B,082024,2024-11-04,,,,,27ZSUCJ1036MKZT
GSTR1,082024,2024-09-08,,,,,29PDZAL5606ASZ0
GSTR2B,082024,2024-10-03,,,,,29PDZAL5606ASZ0
GSTR3B,082024,2024-09-16,,,,,29PDZAL5606ASZ0
GSTR1,082024,2024-09-10,,,,,06NQQPY4472HPZ3
GSTR2B,082024,,,,,,06NQQPY4472HPZ3
GSTR3B,082024,2024-09-17,,,,,06NQQPY4472HPZ3
GSTR1,082024,2024-09-06,,,,,01MIMHZ2258RGZ6
GSTR2B,082024,2024-09-17,,,,,01MIMHZ2258RGZ6
GSTR3B,082024,2024-09-17,,,,,01MIMHZ2258RGZ6
GSTR1,082024,2024-09-06,,,,,36QMUBJ2635PUZU
GSTR2B,082024,2024-09-20,,,,,36QMUBJ2635PUZU
GSTR3B,082024,2024-09-21,,,,,36QMUBJ2635PUZU
GSTR1,082024,2024-09-06,,,,,18GDFBX5712POZS
GSTR2B,082024,2024-09-19,,,,,18GDFBX5712POZS
GSTR3B,082024,2024-09-15,,,,,18GDFBX5712POZS
GSTR1,082024,2024-09-11,,,,,01ANHAR2967D4ZW
GSTR2B,082024,2024-09-15,,,,,01ANHAR2967D4ZW
GSTR3B,082024,2024-09-17,,,,,01ANHAR2967D4ZW
GSTR1,082024,2024-09-08,,,,,06WCBJC5618JFZ7
GSTR2B,082024,2024-09-15,,,,,06WCBJC5618JFZ7
GSTR3B,082024,,,,,,06WCBJC5618JFZ7
GSTR1,082024,2024-09-06,,,,,14JXHTN3667Y5ZQ
GSTR2B,082024,2024-09-18,,,,,14JXHTN3667Y5ZQ
GSTR3B,082024,2024-09-15,,,,,14JXHTN3667Y5ZQ
GSTR1,082024,2024-10-17,,,,,17KRMAH2280H5Z7
GSTR2B,082024,2024-09-15,,,,,17KRMAH2280H5Z7
GSTR3B,082024,2024-10-19,,,,,17KRMAH2280H5Z7
GSTR1,082024,2024-09-09,,,,,21KRMAH2280HJZ4
GSTR2B,082024,2024-09-19,,,,,21KRMAH2280HJZ4
GSTR3B,082024,2024-09-20,,,,,21KRMAH2280HJZ4
GSTR1,082024,2024-09-06,,,,,21MHKGQ5458X2ZE
GSTR2B,082024,2024-09-18,,,,,21MHKGQ5458X2ZE
GSTR3B,082024,2024-09-27,,,,,21MHKGQ5458X2ZE
GSTR1,082024,2024-09-10,,,,,34RHBCP5429NBZ0
GSTR2B,082024,2024-09-16,,,,,34RHBCP5429NBZ0
GSTR3B,082024,2024-09-19,,,,,34RHBCP5429NBZ0
GSTR1,082024,2024-09-06,,,,,35SHYPB4339MYZD
GSTR2B,082024,2024-09-18,,,,,35SHYPB4339MYZD
GSTR3B,082024,2024-09-15,,,,,35SHYPB4339MYZD
GSTR1,082024,2024-09-10,,,,,02TQTFI5946D6ZP
GSTR2B,082024,2024-09-19,,,,,02TQTFI5946D6ZP
GSTR3B,082024,2024-11-05,,,,,02TQTFI5946D6ZP
GSTR1,082024,2024-09-06,,,,,33VCYCP9274PXZK
GSTR2B,082024,2024-09-17,,,,,33VCYCP9274PXZK
GSTR3B,082024,2024-09-17,,,,,33VCYCP9274PXZK
GSTR1,082024,2024-09-06,,,,,09VCYCP9274P5Z3
GSTR2B,082024,2024-09-19,,,,,09VCYCP9274P5Z3
GSTR3B,082024,2024-10-27,,,,,09VCYCP9274P5Z3
GSTR1,082024,2024-09-06,,,,,34UKYPI8225VZZF
GSTR2B,082024,2024-09-16,,,,,34UKYPI8225VZZF
GSTR3B,082024,2024-10-24,,,,,34UKYPI8225VZZF
GSTR1,082024,2024-09-09,,,,,26YWZFS3843P3Z4
GSTR2B,082024,2024-09-20,,,,,26YWZFS3843P3Z4
GSTR3B,082024,2024-09-20,,,,,26YWZFS3843P3Z4
GSTR1,072024,2024-08-11,,,,,01TLXTG7331WGZ2
GSTR2B,072024,2024-08-18,,,,,01TLXTG7331WGZ2
GSTR3B,072024,,,,,,01TLXTG7331WGZ2
GSTR1,072024,2024-08-08,,,,,35DDMPR5986XVZY
GSTR2B,072024,2024-08-20,,,,,35DDMPR5986XVZY
GSTR3B,072024,2024-08-16,,,,,35DDMPR5986XVZY
GSTR1,072024,2024-08-16,,,,,22TVHPP6202IAZZ
GSTR2B,072024,2024-10-19,,,,,22TVHPP6202IAZZ
GSTR3B,072024,2024-08-20,,,,,22TVHPP6202IAZZ
GSTR1,072024,2024-08-09,,,,,02BKOLB2495WPZY
GSTR2B,072024,,,,,,02BKOLB2495WPZY
GSTR3B,072024,2024-10-12,,,,,02BKOLB2495WPZY
GSTR1,072024,2024-08-11,,,,,26YKTPZ6224A9ZY
GSTR2B,072024,2024-08-18,,,,,26YKTPZ6224A9ZY
GSTR3B,072024,2024-08-19,,,,,26YKTPZ6224A9ZY
GSTR1,072024,2024-08-06,,,,,02YKTPZ6224AQZR
GSTR2B,072024,2024-08-20,,,,,02YKTPZ6224AQZR
GSTR3B,072024,2024-08-19,,,,,02YKTPZ6224AQZR
GSTR1,072024,2024-08-06,,,,,26RCLJF0323YVZ3
GSTR2B,072024,,,,,,26RCLJF0323YVZ3
GSTR3B,072024,,,,,,26RCLJF0323YVZ3
GSTR1,072024,2024-08-11,,,,,04RCLJF0323YNZH
GSTR2B,072024,2024-08-16,,,,,04RCLJF0323YNZH
GSTR3B,072024,2024-08-17,,,,,04RCLJF0323YNZH
GSTR1,072024,2024-08-07,,,,,08BYBAH1011VBZU
GSTR2B,072024,2024-08-18,,,,,08BYBAH1011VBZU
GSTR3B,072024,2024-10-14,,,,,08BYBAH1011VBZU
GSTR1,072024,2024-08-06,,,,,27ZSUCJ1036MKZT
GSTR2B,072024,2024-08-16,,,,,27ZSUCJ1036MKZT
GSTR3B,072024,2024-08-19,,,,,27ZSUCJ1036MKZT
GSTR1,072024,2024-08-06,,,,,29PDZAL5606ASZ0
GSTR2B,072024,2024-08-19,,,,,29PDZAL5606ASZ0
GSTR3B,072024,2024-09-14,,,,,29PDZAL5606ASZ0
GSTR1,072024,2024-08-08,,,,,06NQQPY4472HPZ3
GSTR2B,072024,2024-08-16,,,,,06NQQPY4472HPZ3
GSTR3B,072024,2024-08-16,,,,,06NQQPY4472HPZ3
GSTR1,072024,2024-08-08,,,,,01MIMHZ2258RGZ6
GSTR2B,072024,2024-08-16,,,,,01MIMHZ2258RGZ6
GSTR3B,072024,2024-08-18,,,,,01MIMHZ2258RGZ6
GSTR1,072024,2024-09-07,,,,,36QMUBJ2635PUZU
GSTR2B,072024,2024-08-19,,,,,36QMUBJ2635PUZU
GSTR3B,072024,2024-08-16,,,,,36QMUBJ2635PUZU
GSTR1,072024,2024-08-10,,,,,18GDFBX5712POZS
GSTR2B,072024,2024-08-17,,,,,18GDFBX5712POZS
GSTR3B,072024,2024-08-15,,,,,18GDFBX5712POZS
GSTR1,072024,2024-08-06,,,,,01ANHAR2967D4ZW
GSTR2B,072024,2024-08-18,,,,,01ANHAR2967D4ZW
GSTR3B,072024,2024-08-15,,,,,01ANHAR2967D4ZW
GSTR1,072024,2024-08-10,,,,,06WCBJC5618JFZ7
GSTR2B,072024,2024-08-18,,,,,06WCBJC5618JFZ7
GSTR3B,072024,2024-08-20,,,,,06WCBJC5618JFZ7
GSTR1,072024,2024-09-04,,,,,14JXHTN3667Y5ZQ
GSTR2B,072024,2024-08-31,,,,,14JXHTN3667Y5ZQ
GSTR3B,072024,2024-09-22,,,,,14JXHTN3667Y5ZQ
GSTR1,072024,2024-08-11,,,,,17KRMAH2280H5Z7
GSTR2B,072024,2024-08-20,,,,,17KRMAH2280H5Z7
GSTR3B,072024,,,,,,17KRMAH2280H5Z7
GSTR1,072024,2024-08-08,,,,,21KRMAH2280HJZ4
GSTR2B,072024,2024-08-15,,,,,21KRMAH2280HJZ4
GSTR3B,072024,2024-08-18,,,,,21KRMAH2280HJZ4
GSTR1,072024,2024-08-06,,,,,21MHKGQ5458X2ZE
GSTR2B,072024,2024-08-16,,,,,21MHKGQ5458X2ZE
GSTR3B,072024,2024-08-19,,,,,21MHKGQ5458X2ZE
GSTR1,072024,2024-09-22,,,,,34RHBCP5429NBZ0
GSTR2B,072024,2024-08-26,,,,,34RHBCP5429NBZ0
GSTR3B,072024,2024-08-19,,,,,34RHBCP5429NBZ0
GSTR1,072024,2024-08-09,,,,,35SHYPB4339MYZD
GSTR2B,072024,2024-09-29,,,,,35SHYPB4339MYZD
GSTR3B,072024,2024-08-18,,,,,35SHYPB4339MYZD
GSTR1,072024,2024-08-10,,,,,02TQTFI5946D6ZP
GSTR2B,072024,2024-08-18,,,,,02TQTFI5946D6ZP
GSTR3B,072024,,,,,,02TQTFI5946D6ZP
GSTR1,072024,2024-08-06,,,,,33VCYCP9274PXZK
GSTR2B,072024,2024-08-20,,,,,33VCYCP9274PXZK
GSTR3B,072024,2024-08-18,,,,,33VCYCP9274PXZK
GSTR1,072024,2024-08-06,,,,,09VCYCP9274P5Z3
GSTR2B,072024,2024-08-16,,,,,09VCYCP9274P5Z3
GSTR3B,072024,2024-08-17,,,,,09VCYCP9274P5Z3
GSTR1,072024,2024-08-10,,,,,34UKYPI8225VZZF
GSTR2B,072024,2024-09-02,,,,,34UKYPI8225VZZF
GSTR3B,072024,2024-08-19,,,,,34UKYPI8225VZZF
GSTR1,072024,2024-08-26,,,,,26YWZFS3843P3Z4
GSTR2B,072024,2024-08-16,,,,,26YWZFS3843P3Z4
GSTR3B,072024,2024-08-19,,,,,26YWZFS3843P3Z4
GSTR1,072024,2024-08-08,,,,,10ZICJD5474UMZ1
GSTR2B,072024,2024-08-16,,,,,10ZICJD5474UMZ1
GSTR3B,072024,2024-08-15,,,,,10ZICJD5474UMZ1
GSTR1,072024,,,,,,06JISJR0069HKZG
GSTR2B,072024,2024-08-18,,,,,06JISJR0069HKZG
GSTR3B,072024,2024-08-17,,,,,06JISJR0069HKZG
GSTR1,072024,2024-08-09,,,,,12BUHHN1557FAZ2
GSTR2B,072024,2024-08-18,,,,,12BUHHN1557FAZ2
GSTR3B,072024,2024-08-15,,,,,12BUHHN1557FAZ2
GSTR1,072024,2024-08-07,,,,,20QLRJJ6143SPZR
GSTR2B,072024,2024-08-20,,,,,20QLRJJ6143SPZR
GSTR3B,072024,2024-08-19,,,,,20QLRJJ6143SPZR
GSTR1,072024,2024-09-08,,,,,04CJJGW2962SNZ4
GSTR2B,072024,2024-08-16,,,,,04CJJGW2962SNZ4
GSTR3B,072024,2024-08-15,,,,,04CJJGW2962SNZ4
GSTR1,072024,2024-08-10,,,,,24EGTCU0607B9ZY
GSTR2B,072024,2024-08-17,,,,,24EGTCU0607B9ZY
GSTR3B,072024,2024-09-20,,,,,24EGTCU0607B9ZY
GSTR1,072024,2024-08-07,,,,,22WJNGF2848XQZL
GSTR2B,072024,2024-08-20,,,,,22WJNGF2848XQZL
GSTR3B,072024,,,,,,22WJNGF2848XQZL
GSTR1,072024,2024-08-10,,,,,26WJNGF2848X6ZX
GSTR2B,072024,2024-08-15,,,,,26WJNGF2848X6ZX
GSTR3B,072024,2024-08-18,,,,,26WJNGF2848X6ZX
GSTR1,072024,2024-08-11,,,,,03QAHFE7680NZZM
GSTR2B,072024,2024-10-07,,,,,03QAHFE7680NZZM
GSTR3B,072024,2024-08-15,,,,,03QAHFE7680NZZM
GSTR1,072024,2024-08-22,,,,,06LHWCW4227D3ZC
GSTR2B,072024,2024-08-19,,,,,06LHWCW4227D3ZC
GSTR3B,072024,2024-08-17,,,,,06LHWCW4227D3ZC
GSTR1,072024,2024-08-08,,,,,05NZJPJ8685W7ZH
GSTR2B,072024,2024-08-18,,,,,05NZJPJ8685W7ZH
GSTR3B,072024,2024-09-11,,,,,05NZJPJ8685W7ZH
GSTR1,072024,2024-08-08,,,,,33NZJPJ8685WOZ1
GSTR2B,072024,2024-08-16,,,,,33NZJPJ8685WOZ1
GSTR3B,072024,2024-08-17,,,,,33NZJPJ8685WOZ1
GSTR1,072024,2024-08-10,,,,,15JRSBT6524ILZ6
GSTR2B,072024,2024-09-30,,,,,15JRSBT6524ILZ6
GSTR3B,072024,2024-08-19,,,,,15JRSBT6524ILZ6
GSTR1,072024,2024-08-11,,,,,05JRSBT6524IEZE
GSTR2B,072024,,,,,,05JRSBT6524IEZE
GSTR3B,072024,2024-08-17,,,,,05JRSBT6524IEZE
GSTR1,072024,2024-08-09,,,,,37OSFJM8611XFZ8
GSTR2B,072024,2024-08-18,,,,,37OSFJM8611XFZ8
GSTR3B,072024,2024-08-19,,,,,37OSFJM8611XFZ8
GSTR1,072024,2024-08-06,,,,,32DMTBE6740M8Z7
GSTR2B,072024,2024-08-19,,,,,32DMTBE6740M8Z7
GSTR3B,072024,2024-08-18,,,,,32DMTBE6740M8Z7
GSTR1,072024,2024-08-10,,,,,35NGQBJ4498IXZA
GSTR2B,072024,2024-08-19,,,,,35NGQBJ4498IXZA
GSTR3B,072024,2024-08-30,,,,,35NGQBJ4498IXZA
GSTR1,072024,2024-08-09,,,,,10NGQBJ4498IOZV
GSTR2B,072024,2024-08-16,,,,,10NGQBJ4498IOZV
GSTR3B,072024,2024-08-16,,,,,10NGQBJ4498IOZV
GSTR1,072024,2024-08-08,,,,,20OUNAT3098ZWZV
GSTR2B,072024,2024-08-17,,,,,20OUNAT3098ZWZV
GSTR3B,072024,,,,,,20OUNAT3098ZWZV
GSTR1,072024,,,,,,13ZNDJR1569RGZM
GSTR2B,072024,,,,,,13ZNDJR1569RGZM
GSTR3B,072024,,,,,,13ZNDJR1569RGZM
GSTR1,072024,2024-08-10,,,,,34OPAAH0035IGZK
GSTR2B,072024,2024-08-20,,,,,34OPAAH0035IGZK
GSTR3B,072024,2024-08-17,,,,,34OPAAH0035IGZK
GSTR1,072024,2024-08-11,,,,,07UECLL4476UDZZ
GSTR2B,072024,2024-08-18,,,,,07UECLL4476UDZZ
GSTR3B,072024,2024-09-22,,,,,07UECLL4476UDZZ
GSTR1,072024,2024-08-06,,,,,01DEMBO8806RVZQ
GSTR2B,072024,2024-08-17,,,,,01DEMBO8806RVZQ
GSTR3B,072024,2024-08-16,,,,,01DEMBO8806RVZQ
GSTR1,072024,2024-10-04,,,,,34KBJLI9726XZZJ
GSTR2B,072024,2024-08-20,,,,,34KBJLI9726XZZJ
GSTR3B,072024,2024-08-18,,,,,34KBJLI9726XZZJ
GSTR1,072024,2024-08-06,,,,,16IBMPF0580C3ZS
GSTR2B,072024,2024-08-19,,,,,16IBMPF0580C3ZS
GSTR3B,072024,2024-08-23,,,,,16IBMPF0580C3ZS
GSTR1,072024,2024-08-06,,,,,20KPNGG6321U7ZL
GSTR2B,072024,,,,,,20KPNGG6321U7ZL
GSTR3B,072024,2024-08-23,,,,,20KPNGG6321U7ZL
GSTR1,072024,2024-08-07,,,,,36FGYBH3187T9ZK
GSTR2B,072024,2024-09-10,,,,,36FGYBH3187T9ZK
GSTR3B,072024,2024-08-15,,,,,36FGYBH3187T9ZK
GSTR1,072024,2024-08-10,,,,,07FGYBH3187TAZK
GSTR2B,072024,2024-10-13,,,,,07FGYBH3187TAZK
GSTR3B,072024,2024-08-22,,,,,07FGYBH3187TAZK
GSTR1,072024,2024-08-06,,,,,18PSFGQ4980NTZ8
GSTR2B,072024,2024-08-17,,,,,18PSFGQ4980NTZ8
GSTR3B,072024,2024-08-18,,,,,18PSFGQ4980NTZ8
GSTR1,072024,2024-08-06,,,,,20LABCR0354BEZN
GSTR2B,072024,2024-10-12,,,,,20LABCR0354BEZN
GSTR3B,072024,2024-08-20,,,,,20LABCR0354BEZN
GSTR1,072024,2024-08-06,,,,,07LABCR0354BNZ2
GSTR2B,072024,2024-08-20,,,,,07LABCR0354BNZ2
GSTR3B,072024,2024-08-19,,,,,07LABCR0354BNZ2
GSTR1,072024,2024-08-11,,,,,12WKQCH8988A7ZW
GSTR2B,072024,2024-08-17,,,,,12WKQCH8988A7ZW
GSTR3B,072024,2024-08-19,,,,,12WKQCH8988A7ZW
GSTR1,072024,2024-09-09,,,,,27BMFJL3720GXZO
GSTR2B,072024,2024-09-05,,,,,27BMFJL3720GXZO
GSTR3B,072024,2024-08-15,,,,,27BMFJL3720GXZO
GSTR1,072024,2024-08-09,,,,,23ZNYBI1921NDZD
GSTR2B,072024,2024-08-15,,,,,23ZNYBI1921NDZD
GSTR3B,072024,2024-08-19,,,,,23ZNYBI1921NDZD
GSTR1,072024,2024-08-25,,,,,22SAYPV7763CRZW
GSTR2B,072024,2024-08-16,,,,,22SAYPV7763CRZW
GSTR3B,072024,2024-08-16,,,,,22SAYPV7763CRZW
GSTR1,072024,2024-08-07,,,,,20SOELV7154AUZ7
GSTR2B,072024,2024-08-16,,,,,20SOELV7154AUZ7
GSTR3B,072024,2024-08-15,,,,,20SOELV7154AUZ7
GSTR1,072024,2024-08-11,,,,,16RNUCV0563YVZX
GSTR2B,072024,2024-08-20,,,,,16RNUCV0563YVZX
GSTR3B,072024,2024-08-18,,,,,16RNUCV0563YVZX
GSTR1,062024,,,,,,03QAHFE7680NZZM
GSTR2B,062024,2024-07-16,,,,,03QAHFE7680NZZM
GSTR3B,062024,2024-07-20,,,,,03QAHFE7680NZZM
GSTR1,062024,2024-07-10,,,,,06LHWCW4227D3ZC
GSTR2B,062024,2024-07-17,,,,,06LHWCW4227D3ZC
GSTR3B,062024,2024-07-19,,,,,06LHWCW4227D3ZC
GSTR1,062024,2024-07-09,,,,,05NZJPJ8685W7ZH
GSTR2B,062024,2024-07-15,,,,,05NZJPJ8685W7ZH
GSTR3B,062024,2024-07-19,,,,,05NZJPJ8685W7ZH
GSTR1,062024,2024-08-28,,,,,33NZJPJ8685WOZ1
GSTR2B,062024,2024-08-14,,,,,33NZJPJ8685WOZ1
GSTR3B,062024,2024-07-18,,,,,33NZJPJ8685WOZ1
GSTR1,062024,2024-08-13,,,,,15JRSBT6524ILZ6
GSTR2B,062024,2024-07-17,,,,,15JRSBT6524ILZ6
GSTR3B,062024,2024-07-19,,,,,15JRSBT6524ILZ6
GSTR1,062024,2024-07-10,,,,,05JRSBT6524IEZE
GSTR2B,062024,2024-07-17,,,,,05JRSBT6524IEZE
GSTR3B,062024,2024-07-20,,,,,05JRSBT6524IEZE
GSTR1,062024,2024-07-09,,,,,37OSFJM8611XFZ8
GSTR2B,062024,2024-07-15,,,,,37OSFJM8611XFZ8
GSTR3B,062024,2024-08-16,,,,,37OSFJM8611XFZ8
GSTR1,062024,2024-07-09,,,,,32DMTBE6740M8Z7
GSTR2B,062024,2024-07-21,,,,,32DMTBE6740M8Z7
GSTR3B,062024,2024-07-16,,,,,32DMTBE6740M8Z7
GSTR1,062024,2024-08-19,,,,,35NGQBJ4498IXZA
GSTR2B,062024,2024-07-20,,,,,35NGQBJ4498IXZA
GSTR3B,062024,2024-07-15,,,,,35NGQBJ4498IXZA
GSTR1,062024,2024-07-08,,,,,10NGQBJ4498IOZV
GSTR2B,062024,2024-07-19,,,,,10NGQBJ4498IOZV
GSTR3B,062024,2024-07-19,,,,,10NGQBJ4498IOZV
GSTR1,062024,2024-07-06,,,,,20OUNAT3098ZWZV
GSTR2B,062024,2024-08-30,,,,,20OUNAT3098ZWZV
GSTR3B,062024,2024-07-20,,,,,20OUNAT3098ZWZV
GSTR1,062024,,,,,,13ZNDJR1569RGZM
GSTR2B,062024,,,,,,13ZNDJR1569RGZM
GSTR3B,062024,,,,,,13ZNDJR1569RGZM
GSTR1,062024,2024-07-10,,,,,34OPAAH0035IGZK
GSTR2B,062024,2024-07-15,,,,,34OPAAH0035IGZK
GSTR3B,062024,2024-07-31,,,,,34OPAAH0035IGZK
GSTR1,062024,2024-07-07,,,,,07UECLL4476UDZZ
GSTR2B,062024,2024-07-23,,,,,07UECLL4476UDZZ
GSTR3B,062024,2024-07-17,,,,,07UECLL4476UDZZ
GSTR1,062024,2024-07-07,,,,,01DEMBO8806RVZQ
GSTR2B,062024,2024-07-15,,,,,01DEMBO8806RVZQ
GSTR3B,062024,2024-07-30,,,,,01DEMBO8806RVZQ
GSTR1,062024,2024-07-30,,,,,34KBJLI9726XZZJ
GSTR2B,062024,2024-07-20,,,,,34KBJLI9726XZZJ
GSTR3B,062024,2024-07-16,,,,,34KBJLI9726XZZJ
GSTR1,062024,,,,,,16IBMPF0580C3ZS
GSTR2B,062024,2024-07-17,,,,,16IBMPF0580C3ZS
GSTR3B,062024,2024-07-20,,,,,16IBMPF0580C3ZS
GSTR1,062024,2024-07-06,,,,,20KPNGG6321U7ZL
GSTR2B,062024,2024-07-16,,,,,20KPNGG6321U7ZL
GSTR3B,062024,2024-07-18,,,,,20KPNGG6321U7ZL
GSTR1,062024,2024-07-11,,,,,36FGYBH3187T9ZK
GSTR2B,062024,2024-07-15,,,,,36FGYBH3187T9ZK
GSTR3B,062024,2024-07-27,,,,,36FGYBH3187T9ZK
